Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Year Remod/Add,TotRms AbvGrd,Lot Area,Neighborhood,House Style,Exterior 1st,SalePrice
6,1337,2.0,522.0,1405.0,1337,1997,2,1998,5,10943,NAmes,1Story,MetalSd,177000
6,1092,1.0,264.0,525.0,525,1973,1,1973,6,2205,BrDale,2Story,HdBoard,113500
6,1218,1.0,264.0,672.0,672,1973,1,1973,7,1890,BrDale,2Story,HdBoard,113000
6,1218,1.0,264.0,672.0,672,1973,1,1973,7,2058,BrDale,2Story,HdBoard,113700
5,1302,2.0,440.0,630.0,630,1970,2,1970,6,2016,BrDale,2Story,HdBoard,106000
5,1365,2.0,440.0,765.0,765,1971,1,1971,6,1920,BrDale,2Story,HdBoard,122500
6,958,2.0,440.0,1078.0,958,1976,2,1976,5,4928,NPkVill,1Story,Plywood,128000
6,1548,2.0,440.0,804.0,804,1976,2,1976,7,2308,NPkVill,2Story,Plywood,155000
7,1055,1.0,319.0,1061.0,1055,1978,2,1978,4,2304,NPkVill,1Story,Plywood,142500
5,988,1.0,360.0,988.0,988,1966,1,1966,5,7150,NAmes,1Story,HdBoard,129250
9,1816,3.0,730.0,1790.0,1816,2006,2,2007,7,12469,NridgHt,1Story,VinylSd,356000
9,1828,3.0,774.0,1822.0,1828,2007,2,2007,9,11694,NridgHt,1Story,CemntBd,314813
8,1694,3.0,818.0,1694.0,1694,2007,2,2007,7,12030,NridgHt,1Story,VinylSd,318000
8,1694,3.0,856.0,1694.0,1694,2006,2,2007,7,11825,NridgHt,1Story,CemntBd,322400
8,1734,3.0,928.0,1734.0,1734,2007,2,2007,7,12085,NridgHt,1Story,VinylSd,318000
8,2122,3.0,938.0,2108.0,2122,2007,2,2007,7,14333,NridgHt,1Story,VinylSd,345474
9,2121,3.0,732.0,2121.0,2121,2006,2,2007,8,14450,NridgHt,1Story,CemntBd,415298
9,2656,3.0,1040.0,1934.0,1943,2007,2,2007,8,13641,NridgHt,2Story,CemntBd,492000
8,2550,3.0,670.0,1108.0,1148,2006,2,2007,11,13440,NridgHt,2Story,VinylSd,338931
10,2046,3.0,878.0,1994.0,2046,2005,2,2006,7,15431,NridgHt,1Story,VinylSd,450000
7,2172,3.0,947.0,1063.0,1071,2006,2,2006,9,14154,NridgHt,2Story,VinylSd,280000
9,2552,3.0,932.0,2552.0,2552,2007,2,2007,8,13891,NridgHt,1Story,VinylSd,479069
8,1973,3.0,895.0,1935.0,1973,2006,2,2006,9,14226,NridgHt,1Story,VinylSd,395000
9,2643,3.0,694.0,2153.0,2069,2006,2,2006,9,13693,NridgHt,2Story,VinylSd,380000
8,1634,3.0,866.0,1626.0,1634,2006,2,2006,7,11428,NridgHt,1Story,VinylSd,250000
8,1976,3.0,908.0,1976.0,1976,2006,2,2007,7,14977,NridgHt,1Story,VinylSd,440000
9,2758,3.0,814.0,1704.0,1722,2005,2,2006,9,13654,NridgHt,2Story,MetalSd,418000
10,2290,3.0,1174.0,2320.0,2290,2007,2,2007,7,17169,NridgHt,1Story,CemntBd,500067
8,2152,2.0,728.0,1582.0,1582,2007,2,2008,7,16659,NridgHt,2Story,VinylSd,260116
8,2473,3.0,852.0,1143.0,1143,2004,2,2005,9,9591,NridgHt,2Story,VinylSd,317000
8,2100,3.0,786.0,918.0,958,2007,2,2007,8,9709,NridgHt,2Story,VinylSd,319500
8,2161,3.0,789.0,1582.0,1610,2007,1,2007,8,10562,NridgHt,2Story,VinylSd,325624
9,1802,3.0,843.0,1802.0,1802,2006,2,2006,7,13615,NridgHt,1Story,MetalSd,372000
8,2956,3.0,916.0,1706.0,1718,2004,2,2004,11,13069,NridgHt,2Story,VinylSd,342000
8,2468,3.0,872.0,1136.0,1136,2004,2,2004,10,12099,NridgHt,2Story,VinylSd,354000
8,2385,3.0,818.0,1317.0,1217,2003,2,2003,7,14277,NridgHt,2Story,VinylSd,350000
8,2374,3.0,656.0,1181.0,1234,2003,2,2004,10,11999,NridgHt,2Story,VinylSd,285000
8,1818,3.0,774.0,895.0,895,2007,2,2007,8,12568,NridgHt,2Story,VinylSd,281500
7,1614,3.0,878.0,1614.0,1614,2005,2,2006,7,9926,NridgHt,1Story,VinylSd,245700
8,1721,2.0,554.0,1721.0,1721,2005,2,2005,7,9254,NridgHt,1Story,VinylSd,232698
8,1828,3.0,876.0,1298.0,1298,2006,2,2007,7,10732,NridgHt,2Story,VinylSd,250000
6,1362,2.0,460.0,1362.0,1362,2005,2,2006,6,7577,NridgHt,1Story,VinylSd,194700
6,1302,2.0,631.0,1302.0,1302,2005,1,2006,5,3901,NridgHt,1Story,VinylSd,204000
6,1302,2.0,631.0,1302.0,1302,2005,1,2006,5,3903,NridgHt,1Story,VinylSd,200000
6,1362,2.0,460.0,1362.0,1362,2005,2,2006,6,6289,NridgHt,1Story,VinylSd,207000
8,1554,2.0,627.0,1554.0,1554,2006,2,2006,6,4590,NridgHt,1Story,VinylSd,209500
8,1554,2.0,627.0,1554.0,1554,2006,2,2006,6,4590,NridgHt,1Story,VinylSd,209500
8,1370,2.0,484.0,1370.0,1370,2006,2,2006,6,6442,NridgHt,1Story,VinylSd,202500
9,1577,2.0,564.0,1577.0,1577,2005,2,2005,6,7841,NridgHt,1Story,MetalSd,280000
9,1561,2.0,556.0,1561.0,1561,2005,2,2005,6,7313,NridgHt,1Story,MetalSd,277500
9,1869,2.0,617.0,1869.0,1869,2007,2,2007,6,7820,NridgHt,1Story,MetalSd,318061
8,1324,2.0,550.0,1324.0,1324,2006,2,2006,6,6240,NridgHt,1Story,MetalSd,221370
7,1405,2.0,478.0,1405.0,1405,2003,2,2003,6,3242,NridgHt,1Story,VinylSd,200000
6,1496,2.0,572.0,768.0,768,2007,3,2007,7,15810,Gilbert,2Story,VinylSd,181755
6,1536,2.0,400.0,768.0,768,2005,2,2006,6,10237,Gilbert,2Story,VinylSd,176000
6,1484,2.0,393.0,783.0,783,2005,2,2007,8,10237,Gilbert,2Story,VinylSd,178900
7,1458,2.0,454.0,608.0,608,2006,2,2007,6,13204,Gilbert,2Story,VinylSd,168165
6,1495,2.0,440.0,738.0,738,2006,2,2006,7,8857,Gilbert,2Story,VinylSd,171925
6,1746,3.0,350.0,698.0,698,2006,2,2007,6,9729,Gilbert,2Story,VinylSd,198444
6,1326,2.0,388.0,1326.0,1326,2005,2,2005,6,12216,Gilbert,1Story,VinylSd,203000
7,1456,2.0,400.0,728.0,728,2007,2,2007,8,9018,Gilbert,2Story,VinylSd,179540
7,1302,2.0,436.0,1302.0,1302,2007,2,2007,6,8993,Gilbert,1Story,VinylSd,176485
7,1340,2.0,396.0,1340.0,1340,2007,2,2007,6,8899,Gilbert,1Story,VinylSd,181134
6,1412,2.0,432.0,616.0,616,2006,2,2007,6,8499,Gilbert,2Story,VinylSd,156932
6,1504,2.0,440.0,752.0,752,2007,2,2007,6,8229,Gilbert,2Story,VinylSd,166000
7,1456,2.0,400.0,728.0,728,2007,2,2007,7,7713,Gilbert,2Story,VinylSd,177594
7,1258,2.0,462.0,1246.0,1258,2007,2,2007,6,7697,Gilbert,1Story,VinylSd,173500
7,1258,3.0,648.0,1258.0,1258,2006,2,2007,6,3922,Blmngtn,1Story,WdShing,172500
7,1402,3.0,648.0,1258.0,1402,2006,0,2007,7,3922,Blmngtn,1Story,VinylSd,194201
8,1589,3.0,630.0,1406.0,1589,2003,2,2003,7,3621,Blmngtn,1Story,VinylSd,226500
7,1266,2.0,388.0,1266.0,1266,2007,2,2007,6,3710,Blmngtn,1Story,VinylSd,185485
7,1530,3.0,630.0,1530.0,1530,2004,2,2004,7,14572,Gilbert,1Story,VinylSd,259000
7,1119,2.0,437.0,835.0,1119,2004,2,2005,5,16219,Gilbert,SLvl,VinylSd,188500
7,1374,2.0,400.0,384.0,744,2004,2,2004,8,11084,Gilbert,SLvl,VinylSd,175000
7,1959,2.0,434.0,847.0,847,2004,2,2005,8,11796,Gilbert,2Story,VinylSd,215000
7,1525,2.0,534.0,1510.0,1525,2006,2,2006,6,10936,Gilbert,1Story,VinylSd,206580
7,1720,2.0,440.0,840.0,840,2004,2,2004,7,8244,Gilbert,2Story,VinylSd,183500
7,1394,2.0,400.0,384.0,754,2003,2,2003,7,11950,Gilbert,SLvl,VinylSd,165500
7,1948,2.0,434.0,847.0,847,2003,2,2003,8,7875,Gilbert,2Story,VinylSd,211000
6,1690,2.0,463.0,924.0,948,2000,2,2000,7,8063,Gilbert,2Story,VinylSd,181000
7,1995,2.0,435.0,854.0,864,2002,2,2002,8,8740,Gilbert,2Story,VinylSd,219500
6,1647,2.0,460.0,953.0,953,1999,2,2000,7,7917,Gilbert,2Story,VinylSd,175000
7,1430,2.0,400.0,384.0,774,2000,2,2000,8,9967,Gilbert,SLvl,VinylSd,170000
7,1320,2.0,400.0,660.0,660,2003,2,2003,6,7750,Gilbert,2Story,VinylSd,162000
6,1690,2.0,442.0,915.0,940,2000,2,2000,7,9487,Gilbert,2Story,VinylSd,187000
6,1644,2.0,460.0,941.0,961,1999,2,2000,7,9649,Gilbert,2Story,VinylSd,185000
10,4476,3.0,813.0,2396.0,2411,1996,3,1996,10,15623,NoRidge,2Story,Wd Sdng,745000
8,2551,3.0,925.0,1779.0,1779,1997,2,1998,8,12191,NoRidge,2Story,VinylSd,384500
8,2285,3.0,648.0,969.0,997,2000,2,2000,8,11000,NoRidge,2Story,VinylSd,248000
10,2633,3.0,804.0,2633.0,2633,2001,2,2002,8,11400,NoRidge,1Story,VinylSd,466500
9,3078,3.0,806.0,1408.0,1671,1998,2,1998,9,10557,NoRidge,2Story,MetalSd,410000
8,2582,3.0,758.0,1389.0,1411,1998,2,1999,9,11002,NoRidge,2Story,VinylSd,322500
7,2385,3.0,600.0,1066.0,1108,1998,2,1998,8,10790,NoRidge,2Story,VinylSd,252000
10,4316,3.0,832.0,2444.0,2444,1994,3,1995,10,21535,NoRidge,2Story,HdBoard,755000
7,2013,2.0,455.0,1117.0,1127,1996,2,1997,8,9920,NoRidge,2Story,MetalSd,269790
7,2398,3.0,834.0,1379.0,1383,1996,2,1997,8,11787,NoRidge,2Story,VinylSd,315750
7,2520,3.0,721.0,1203.0,1214,1995,2,1995,9,9950,NoRidge,2Story,VinylSd,290000
8,2531,3.0,752.0,1318.0,1328,1995,2,1995,9,12257,NoRidge,2Story,VinylSd,290000
8,3228,2.0,546.0,3200.0,3228,1992,3,1993,10,12692,NoRidge,1Story,BrkFace,430000
8,2202,2.0,517.0,1105.0,1105,1992,2,1993,9,11762,NoRidge,2Story,VinylSd,263000
8,2538,3.0,933.0,1325.0,1335,1996,2,1997,8,9044,NoRidge,2Story,VinylSd,330000
7,1369,2.0,605.0,1369.0,1369,2007,2,2007,5,9910,Somerst,1Story,VinylSd,213133
8,1542,3.0,852.0,1542.0,1542,2007,2,2007,6,11830,Somerst,1Story,VinylSd,260261
9,1905,3.0,788.0,1905.0,1905,2006,2,2006,8,11670,Somerst,1Story,VinylSd,320000
8,1464,3.0,754.0,1485.0,1464,2007,2,2007,6,15256,Somerst,1Story,VinylSd,282922
8,1534,2.0,484.0,1524.0,1534,2006,2,2006,7,10612,Somerst,1Story,VinylSd,215000
10,1966,3.0,1092.0,1966.0,1966,2007,2,2007,6,12291,Somerst,1Story,CemntBd,419005
8,1636,3.0,865.0,1623.0,1636,2006,2,2006,8,13501,Somerst,1Story,VinylSd,255000
8,1795,3.0,895.0,1795.0,1795,2006,2,2007,7,9986,Somerst,1Story,VinylSd,147000
7,1528,2.0,480.0,1528.0,1528,2007,3,2007,6,9965,Somerst,1Story,VinylSd,235876
7,1726,3.0,786.0,1726.0,1726,2007,2,2007,8,9416,Somerst,1Story,CemntBd,311872
7,1689,3.0,954.0,1689.0,1689,2007,2,2007,7,9849,Somerst,1Story,VinylSd,248328
8,1588,3.0,825.0,1588.0,1588,2006,2,2006,7,10000,Somerst,1Story,VinylSd,227000
8,1538,2.0,484.0,1538.0,1538,2005,2,2005,7,8847,Somerst,1Story,VinylSd,260000
8,1496,2.0,474.0,1496.0,1496,2007,2,2007,7,9158,Somerst,1Story,CemntBd,225000
7,1506,2.0,672.0,1494.0,1506,2005,2,2006,7,8251,Somerst,1Story,VinylSd,249000
8,1694,2.0,636.0,1686.0,1694,2004,2,2005,7,10084,Somerst,1Story,VinylSd,307000
7,1977,3.0,574.0,982.0,982,2006,2,2006,7,9605,Somerst,2Story,VinylSd,250000
8,1830,3.0,859.0,1302.0,1302,2006,2,2006,7,8778,Somerst,2Story,VinylSd,221300
8,1338,2.0,598.0,1338.0,1338,2007,2,2007,6,8640,Somerst,1Story,VinylSd,208900
7,1335,2.0,575.0,1335.0,1335,2006,2,2007,6,9000,Somerst,1Story,VinylSd,210400
8,1792,2.0,590.0,896.0,896,2007,2,2007,8,8640,Somerst,2Story,VinylSd,255000
5,1588,2.0,561.0,725.0,725,2007,3,2007,8,10411,Somerst,2Story,VinylSd,212109
8,1959,3.0,1025.0,1088.0,1088,2006,2,2006,8,9000,Somerst,2Story,VinylSd,270000
8,2610,2.0,550.0,1184.0,1184,2007,2,2007,11,9000,Somerst,2Story,CemntBd,303477
8,1880,3.0,880.0,955.0,955,2007,2,2007,8,12217,Somerst,2Story,WdShing,310013
8,1656,3.0,826.0,1656.0,1656,2006,2,2006,7,11096,Somerst,1Story,VinylSd,249700
7,1761,2.0,578.0,874.0,874,2007,3,2007,7,10207,Somerst,2Story,VinylSd,227875
8,1584,2.0,594.0,1574.0,1584,2007,2,2007,6,10440,Somerst,1Story,CemntBd,261329
8,1685,3.0,658.0,1685.0,1685,2006,2,2006,5,11824,Somerst,1Story,VinylSd,253000
6,2443,3.0,744.0,1158.0,1158,2004,2,2004,9,10625,Somerst,2Story,VinylSd,265000
8,2466,2.0,610.0,1580.0,1580,2004,3,2005,8,11143,Somerst,2Story,CemntBd,340000
6,1100,0.0,0.0,1100.0,1100,2006,1,2007,6,7500,SawyerW,1Story,VinylSd,146000
7,1143,0.0,0.0,1143.0,1143,2006,1,2006,5,7500,SawyerW,1Story,VinylSd,147000
5,1094,2.0,576.0,1094.0,1094,2003,1,2004,6,12450,SawyerW,1Story,VinylSd,149000
7,1486,2.0,566.0,1461.0,1486,2006,2,2006,7,7441,SawyerW,1Story,VinylSd,181000
6,1721,2.0,471.0,928.0,936,1994,2,1994,7,8462,SawyerW,2Story,HdBoard,201000
6,1820,2.0,492.0,864.0,920,1993,2,1997,7,11613,SawyerW,2Story,VinylSd,191750
7,1349,2.0,539.0,1349.0,1349,2000,2,2001,6,8450,SawyerW,1Story,VinylSd,179000
7,1494,2.0,514.0,1482.0,1494,1998,2,1998,5,16196,SawyerW,1Story,VinylSd,215000
6,1575,2.0,529.0,1575.0,1575,1992,2,1992,5,8012,SawyerW,1Story,Plywood,179200
6,1266,1.0,283.0,630.0,630,1980,1,1980,5,8012,SawyerW,2Story,Plywood,128000
5,884,2.0,504.0,840.0,884,1983,1,1983,5,9180,SawyerW,SFoyer,HdBoard,144000
5,2020,2.0,630.0,0.0,2020,1977,2,1977,10,8400,SawyerW,1Story,Plywood,144000
5,894,1.0,308.0,894.0,894,1977,1,1977,5,6285,Sawyer,1Story,Plywood,120750
5,970,2.0,624.0,970.0,970,1963,1,1963,5,8480,Sawyer,1Story,HdBoard,132500
5,1057,2.0,576.0,1057.0,1057,1962,1,1962,6,7420,Sawyer,1Story,MetalSd,132000
5,999,1.0,264.0,999.0,999,1962,1,2001,6,7758,Sawyer,1Story,HdBoard,132500
4,1120,2.0,544.0,1040.0,1120,1961,1,1961,5,6970,Sawyer,1Story,VinylSd,129000
5,1696,1.0,349.0,1140.0,1696,1962,1,1962,8,13673,Sawyer,1Story,HdBoard,143900
5,1040,2.0,686.0,1040.0,1040,1968,1,1968,5,7476,Sawyer,1Story,HdBoard,145000
5,988,2.0,572.0,988.0,988,1961,1,1961,5,9945,Sawyer,1Story,Wd Sdng,128500
5,902,1.0,288.0,876.0,902,1967,1,1967,6,6173,Sawyer,1Story,HdBoard,125500
7,2503,2.0,564.0,1223.0,1271,1990,2,1990,7,19522,Veenker,2Story,HdBoard,300000
7,2167,2.0,518.0,1192.0,1516,1974,2,2003,9,17542,Veenker,2Story,Wd Sdng,294000
5,1037,2.0,431.0,1037.0,1037,1974,1,1974,5,10751,Sawyer,1Story,Plywood,129000
5,1701,2.0,611.0,1390.0,1701,1975,2,1981,6,16647,Sawyer,SFoyer,HdBoard,171000
6,1055,2.0,542.0,1044.0,1055,1973,1,2006,5,12712,Sawyer,1Story,CemntBd,147000
8,2810,2.0,750.0,1453.0,1453,1990,2,1990,9,9572,NoRidge,2Story,Wd Sdng,302000
8,2872,2.0,541.0,1683.0,2129,1992,2,2000,9,10678,NoRidge,1.5Fin,HdBoard,285000
8,1378,2.0,540.0,1378.0,1378,2004,2,2004,6,4379,Somerst,1Story,MetalSd,214000
8,1151,2.0,484.0,1141.0,1151,2006,2,2007,5,3523,Somerst,1Story,VinylSd,166000
8,1565,2.0,476.0,1511.0,1565,2006,2,2007,5,3784,Somerst,1Story,VinylSd,193800
7,1352,2.0,466.0,1352.0,1352,2006,2,2007,5,4230,Somerst,1Story,VinylSd,208900
7,1352,2.0,466.0,1352.0,1352,2006,2,2007,5,3606,Somerst,1Story,VinylSd,194000
8,1550,2.0,528.0,1550.0,1550,2006,2,2007,5,5330,Somerst,1Story,VinylSd,207500
7,1241,2.0,569.0,1241.0,1241,2006,1,2007,4,4274,Somerst,1Story,VinylSd,199900
7,1250,2.0,528.0,625.0,625,2006,2,2007,5,4251,Somerst,2Story,MetalSd,164700
6,1501,2.0,440.0,744.0,757,1999,2,1999,6,2280,Somerst,2Story,MetalSd,176500
6,1458,2.0,440.0,729.0,729,1999,2,1999,5,3230,Somerst,2Story,MetalSd,176000
6,1512,2.0,440.0,756.0,756,2000,2,2000,4,2117,Somerst,2Story,MetalSd,168500
6,1573,2.0,440.0,756.0,769,2000,2,2000,4,2117,Somerst,2Story,MetalSd,177000
6,1525,2.0,440.0,756.0,769,2000,2,2000,5,2117,Somerst,2Story,MetalSd,177000
7,1102,2.0,480.0,551.0,551,2004,2,2004,4,5105,Somerst,2Story,MetalSd,148800
8,1441,2.0,492.0,776.0,764,1999,2,2000,5,2645,Somerst,2Story,MetalSd,174000
7,1950,2.0,576.0,975.0,975,1997,2,1998,7,7399,Somerst,2Story,VinylSd,239000
7,1358,2.0,625.0,1339.0,1358,1999,2,2000,5,7321,Somerst,1Story,CemntBd,204000
8,2048,2.0,552.0,1054.0,1072,2003,2,2004,8,8010,Somerst,2Story,CemntBd,301000
8,2362,2.0,1105.0,1220.0,1220,1998,2,1998,8,8413,Somerst,2Story,VinylSd,312500
8,1494,2.0,478.0,1494.0,1494,1994,1,1995,5,9466,Veenker,1Story,BrkFace,279700
7,2362,2.0,546.0,2002.0,2362,1980,2,1980,8,12000,Veenker,1Story,VinylSd,255000
5,1432,2.0,588.0,1360.0,1432,1978,1,1978,5,16157,Veenker,SLvl,Plywood,194000
5,1437,2.0,528.0,1437.0,1437,1976,2,2004,6,10768,Veenker,1Story,Plywood,218000
8,1295,2.0,571.0,1057.0,1295,1978,1,1998,4,3840,Greens,1Story,Wd Sdng,213750
6,1855,2.0,512.0,528.0,1094,1976,2,1994,7,9600,Veenker,SLvl,Plywood,187000
6,1262,2.0,460.0,1262.0,1262,1976,2,1976,6,9600,Veenker,1Story,MetalSd,181500
8,2497,2.0,676.0,2461.0,2497,1981,2,1981,7,17778,Veenker,1Story,BrkFace,373000
5,2620,2.0,600.0,1361.0,1361,1977,2,1977,12,18890,Sawyer,1.5Fin,Plywood,190000
7,1929,2.0,650.0,1057.0,1057,2001,2,2001,7,7050,Somerst,2Story,VinylSd,226000
6,1152,2.0,412.0,912.0,1152,1968,1,1968,7,11700,NWAmes,1Story,MetalSd,143450
6,2411,2.0,570.0,1008.0,1403,1970,2,1970,8,8000,NWAmes,2Story,VinylSd,240050
6,1082,2.0,480.0,973.0,1082,1969,1,1969,6,8723,NWAmes,SFoyer,HdBoard,162500
6,1295,2.0,528.0,1295.0,1295,1968,1,1968,6,11700,NWAmes,1Story,HdBoard,164000
7,1610,2.0,515.0,1124.0,1610,1972,2,1987,8,11358,NWAmes,1Story,Wd Sdng,185000
7,1594,2.0,472.0,1594.0,1594,1993,2,1993,6,9547,NWAmes,1Story,VinylSd,188500
7,2075,2.0,473.0,1148.0,1091,1993,2,1993,8,10530,NWAmes,2Story,MetalSd,255000
5,1680,2.0,528.0,1680.0,1680,1976,2,1976,8,11500,NWAmes,1Story,VinylSd,136905
6,1093,2.0,484.0,1093.0,1093,1966,2,1966,6,10738,NWAmes,1Story,HdBoard,158500
7,1242,2.0,528.0,1242.0,1242,1973,1,1973,6,9600,NWAmes,1Story,HdBoard,175500
6,1052,1.0,311.0,1052.0,1052,1963,1,1963,6,10800,NWAmes,1Story,HdBoard,127000
5,1107,1.0,308.0,949.0,1107,1967,1,1993,5,8050,NAmes,1Story,MetalSd,127000
5,1214,1.0,318.0,1214.0,1214,1967,2,1967,5,10355,NAmes,1Story,MetalSd,143000
5,1073,2.0,515.0,1073.0,1073,1965,1,1965,6,10289,NAmes,1Story,MetalSd,156000
5,1344,1.0,484.0,1024.0,1344,1958,1,1983,6,9503,NAmes,1Story,HdBoard,144000
5,1728,1.0,352.0,1728.0,1728,1964,2,1964,10,10624,NAmes,1Story,HdBoard,119000
4,1224,3.0,530.0,0.0,1224,1964,2,1964,8,10899,NAmes,1Story,HdBoard,103000
5,1422,1.0,286.0,978.0,1422,1960,1,1978,6,12342,NAmes,1Story,Wd Sdng,139900
6,958,1.0,301.0,958.0,958,1960,1,1998,5,12772,NAmes,1Story,MetalSd,151500
5,1065,2.0,461.0,1065.0,1065,1960,1,1960,6,8892,NAmes,1Story,MetalSd,126500
6,1138,1.0,264.0,588.0,1138,1958,1,1958,6,10482,NAmes,SLvl,VinylSd,145000
5,912,1.0,297.0,912.0,912,1958,1,1985,5,7535,NAmes,1Story,MetalSd,120000
5,1074,2.0,396.0,894.0,1074,1956,1,1956,6,7450,NAmes,1Story,Wd Sdng,124000
5,882,1.0,294.0,0.0,882,1959,1,1959,5,8339,NAmes,1Story,MetalSd,106500
5,1187,2.0,440.0,864.0,1187,1961,1,1961,6,14357,NAmes,1Story,Wd Sdng,140500
5,964,2.0,784.0,964.0,964,1961,1,1961,5,8243,NAmes,1Story,VinylSd,137500
5,894,1.0,312.0,894.0,894,1960,1,1960,5,8680,NAmes,1Story,CemntBd,117600
7,1200,2.0,440.0,1174.0,1200,1966,2,1966,6,8800,NAmes,1Story,HdBoard,163500
6,1042,2.0,440.0,1042.0,1042,1965,2,1965,5,9200,NAmes,SLvl,HdBoard,161000
6,1302,1.0,309.0,1302.0,1302,1964,2,1991,7,9350,NAmes,SLvl,HdBoard,158000
6,2154,2.0,539.0,845.0,845,1964,2,1997,8,8800,NAmes,2Story,MetalSd,224500
6,1374,1.0,286.0,1130.0,1374,1964,1,1964,7,11382,NAmes,1Story,Wd Sdng,147000
6,1652,2.0,510.0,1592.0,1652,1959,1,1991,6,22002,NAmes,1Story,MetalSd,200000
6,1429,2.0,572.0,1144.0,1429,1960,1,1987,7,14585,NAmes,1Story,Wd Sdng,181900
5,1327,2.0,624.0,1063.0,1327,1959,1,2002,7,7388,NAmes,1Story,MetalSd,150750
4,1224,2.0,462.0,0.0,1224,1962,2,1962,6,9842,NAmes,1Story,HdBoard,101800
6,932,1.0,306.0,932.0,932,1950,1,1950,4,8280,NAmes,1Story,BrkFace,124000
5,908,2.0,512.0,822.0,908,1940,1,1996,4,12172,NAmes,1.5Unf,Wd Sdng,138500
1,334,0.0,0.0,0.0,334,1946,1,1950,2,5000,BrkSide,1Story,VinylSd,39300
3,666,0.0,0.0,666.0,666,1946,1,1950,4,5000,BrkSide,1Story,WdShing,64500
3,670,0.0,0.0,370.0,442,1945,1,1950,4,3500,BrkSide,1.5Fin,MetalSd,64000
5,808,1.0,308.0,808.0,808,1958,1,2000,5,5175,BrkSide,1Story,VinylSd,112000
6,1977,2.0,540.0,816.0,1127,1964,1,1978,9,9500,NAmes,2Story,VinylSd,165000
5,1150,1.0,288.0,1078.0,1150,1955,1,1955,6,9600,NAmes,1Story,HdBoard,144000
5,1920,2.0,400.0,928.0,928,1948,2,1950,10,11345,NAmes,2Story,AsbShng,137000
5,1376,1.0,240.0,768.0,968,1941,1,1950,6,9492,NAmes,1.5Fin,WdShing,105000
5,1644,1.0,312.0,728.0,888,1942,1,1995,7,9480,NAmes,2Story,MetalSd,146500
5,1560,3.0,792.0,1560.0,1560,1968,2,1968,8,8668,NAmes,1Story,MetalSd,126000
5,1280,2.0,432.0,793.0,1280,1966,2,1966,6,10050,NAmes,SFoyer,HdBoard,175000
6,1254,2.0,525.0,1218.0,1254,1961,1,1961,6,9600,NAmes,SLvl,WdShing,158500
5,912,1.0,275.0,912.0,912,1958,1,1958,5,10150,NAmes,1Story,Wd Sdng,114500
5,1524,1.0,315.0,874.0,874,1958,1,1958,7,11344,NAmes,1.5Fin,MetalSd,144000
6,2380,2.0,596.0,1021.0,1465,1965,2,1979,7,18450,NAmes,2Story,Plywood,129000
6,936,1.0,315.0,936.0,936,1957,1,1999,4,8760,NAmes,1Story,VinylSd,141000
5,1008,1.0,308.0,1008.0,1008,1956,1,1956,6,6860,NAmes,1Story,Wd Sdng,131000
5,1053,2.0,692.0,1053.0,1053,1963,1,1963,6,8250,NAmes,1Story,MetalSd,142100
5,1056,1.0,308.0,1056.0,1056,1958,1,1992,6,8176,NAmes,1Story,Wd Sdng,139000
6,1442,1.0,301.0,1442.0,1442,1958,1,1958,7,9750,NAmes,1Story,MetalSd,157900
5,1056,1.0,260.0,1056.0,1056,1954,1,2005,6,9250,NAmes,1Story,Wd Sdng,139400
6,1244,1.0,336.0,1244.0,1244,1957,1,1957,6,11988,NAmes,1Story,VinylSd,150000
5,1144,1.0,336.0,1144.0,1144,1960,1,1960,6,9100,NAmes,1Story,HdBoard,120000
6,1721,2.0,464.0,1331.0,1721,1957,1,1969,8,9736,NAmes,1Story,Wd Sdng,174850
5,922,1.0,308.0,922.0,922,1957,1,1957,5,9770,NAmes,1Story,Wd Sdng,116000
5,1048,1.0,286.0,1048.0,1048,1956,1,1956,6,10152,NAmes,1Story,MetalSd,135000
6,1657,2.0,484.0,1657.0,1657,1970,2,1970,7,12155,NAmes,1Story,Plywood,163500
5,1411,1.0,310.0,1204.0,1411,1955,1,1975,7,12198,NAmes,1Story,VinylSd,130000
5,1216,1.0,336.0,1216.0,1216,1955,1,1955,5,10050,NAmes,1Story,MetalSd,129500
5,1154,1.0,336.0,864.0,1154,1953,1,2006,6,11556,NAmes,1Story,VinylSd,142000
5,1560,2.0,484.0,1560.0,1560,1958,2,1958,8,8078,NAmes,1Story,Wd Sdng,128600
6,948,2.0,410.0,948.0,948,1952,1,1952,5,10950,NAmes,1Story,Wd Sdng,125000
6,1040,1.0,293.0,1040.0,1040,1953,1,1953,6,7942,NAmes,1Story,Wd Sdng,136000
5,1008,1.0,240.0,1008.0,1008,1953,1,2006,6,8923,NAmes,1Story,Wd Sdng,134500
5,925,1.0,252.0,925.0,925,1956,1,2003,5,8540,NAmes,1Story,VinylSd,127000
5,1360,2.0,572.0,384.0,1360,1955,1,1955,6,7134,NAmes,SLvl,MetalSd,130000
4,1540,1.0,352.0,1190.0,1040,1955,1,1955,7,7150,NAmes,1.5Fin,MetalSd,115000
5,925,1.0,390.0,923.0,925,1955,1,1955,5,8400,NAmes,1Story,MetalSd,116900
5,928,1.0,252.0,928.0,928,1956,1,2000,4,13300,NAmes,1Story,Wd Sdng,132000
